superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
parvocellular part of red nucleus	<http://purl.obolibrary.org/obo/UBERON_0002938>	red nucleus, parvicellular part	<https://purl.brain-bican.org/ontology/dmbao/DMBA_16633>	OK			
parvocellular part of red nucleus	<http://purl.obolibrary.org/obo/UBERON_0002938>	parvocellular part of the red nucleus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_9056>	OK			
parvocellular reticular nucleus	<http://purl.obolibrary.org/obo/UBERON_0016633>	parvicellular reticular nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12618>	OK			
parvocellular reticular nucleus	<http://purl.obolibrary.org/obo/UBERON_0016633>	parvicellular reticular nucleus	<https://purl.brain-bican.org/ontology/hbao/HBA_9624>	OK			
parvocellular reticular nucleus	<http://purl.obolibrary.org/obo/UBERON_0016633>	parvicellular reticular nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_852>	OK			
peduncle of thalamus	<http://purl.obolibrary.org/obo/UBERON_0022236>	thalamic peduncles	<https://purl.brain-bican.org/ontology/mbao/MBA_365>	OK			
pedunculopontine tegmental nucleus	<http://purl.obolibrary.org/obo/UBERON_0002142>	peduncular nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12413>	OK			
pedunculopontine tegmental nucleus	<http://purl.obolibrary.org/obo/UBERON_0002142>	pedunculopontine tegmental nucleus	<https://purl.brain-bican.org/ontology/dmbao/DMBA_16965>	OK			
pedunculopontine tegmental nucleus	<http://purl.obolibrary.org/obo/UBERON_0002142>	pedunculopontine tegmental nucleus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_9021>	OK			
pedunculopontine tegmental nucleus	<http://purl.obolibrary.org/obo/UBERON_0002142>	pedunculopontine nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_1052>	OK			
perforant path	<http://purl.obolibrary.org/obo/UBERON_0034931>	perforant path	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12080>	OK			
perforant path	<http://purl.obolibrary.org/obo/UBERON_0034931>	perforant path	<https://purl.brain-bican.org/ontology/hbao/HBA_265505250>	OK			
perforant path	<http://purl.obolibrary.org/obo/UBERON_0034931>	perforant path	<https://purl.brain-bican.org/ontology/mbao/MBA_713>	OK			
periallocortex	<http://purl.obolibrary.org/obo/UBERON_0014736>	periallocortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10313>	OK			
periamygdaloid area	<http://purl.obolibrary.org/obo/UBERON_0002656>	cortical amygdaloid nuclei	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10373>	Verify	cortical amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002891)		
periamygdaloid area	<http://purl.obolibrary.org/obo/UBERON_0002656>	semilunar gyrus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12169>	nok		Add Term	
pericentral nucleus of inferior colliculus	<http://purl.obolibrary.org/obo/UBERON_0002577>	cortex of inferior colliculus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12306>	nok		Add Term	
pericentral nucleus of inferior colliculus	<http://purl.obolibrary.org/obo/UBERON_0002577>	pericentral nucleus of the inferior colliculus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_9106>	OK			
pericentral nucleus of inferior colliculus	<http://purl.obolibrary.org/obo/UBERON_0002577>	inferior colliculus, dorsal nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_820>	nok		Add Term	
perifornical nucleus	<http://purl.obolibrary.org/obo/UBERON_0002274>	perifornical nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_11578>	OK			
perifornical nucleus	<http://purl.obolibrary.org/obo/UBERON_0002274>	perifornical nucleus	<https://purl.brain-bican.org/ontology/hbao/HBA_12917>	OK			
periolivary nucleus	<http://purl.obolibrary.org/obo/UBERON_0002971>	periolivary nuclei	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12464>	OK			
periolivary nucleus	<http://purl.obolibrary.org/obo/UBERON_0002971>	periolivary nucleus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_9179>	OK			
periolivary nucleus	<http://purl.obolibrary.org/obo/UBERON_0002971>	superior olivary complex, periolivary region	<https://purl.brain-bican.org/ontology/mbao/MBA_122>	OK			
peripeduncular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002144>	peripeduncular nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12285>	OK			
peripeduncular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002144>	peripeduncular nucleus	<https://purl.brain-bican.org/ontology/dmbao/DMBA_16342>	OK			
peripeduncular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002144>	peripeduncular nucleus	<https://purl.brain-bican.org/ontology/hbao/HBA_9050>	OK			
peripeduncular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002144>	peripeduncular nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_1044>	OK			
perirhinal cortex	<http://purl.obolibrary.org/obo/UBERON_0006083>	perirhinal area	<https://purl.brain-bican.org/ontology/mbao/MBA_922>	OK			
perirhinal cortex	<http://purl.obolibrary.org/obo/UBERON_0006083>	perirhinal cortex	<https://purl.brain-bican.org/ontology/pbao/PBA_128012080>	OK			
peritrigeminal nucleus	<http://purl.obolibrary.org/obo/UBERON_0002879>	peritrigeminal nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12658>	OK			
peritrigeminal nucleus	<http://purl.obolibrary.org/obo/UBERON_0002879>	peritrigeminal nucleus	<https://purl.brain-bican.org/ontology/hbao/HBA_9633>	OK			
periventricular zone of hypothalamus	<http://purl.obolibrary.org/obo/UBERON_0002271>	periventricular zone	<https://purl.brain-bican.org/ontology/mbao/MBA_157>	OK			
pineal body	<http://purl.obolibrary.org/obo/UBERON_0001905>	pineal body	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10460>	OK			
pineal body	<http://purl.obolibrary.org/obo/UBERON_0001905>	pineal gland	<https://purl.brain-bican.org/ontology/hbao/HBA_4532>	OK			
pineal body	<http://purl.obolibrary.org/obo/UBERON_0001905>	pineal body	<https://purl.brain-bican.org/ontology/mbao/MBA_953>	OK			
pineal gland stalk	<http://purl.obolibrary.org/obo/UBERON_0011768>	pineal stalk	<https://purl.brain-bican.org/ontology/mbao/MBA_730>	OK			
pineal recess of third ventricle	<http://purl.obolibrary.org/obo/UBERON_0022283>	pineal recess of 3V	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441661>	OK			
piriform cortex	<http://purl.obolibrary.org/obo/UBERON_0004725>	piriform cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10311>	OK			
piriform cortex	<http://purl.obolibrary.org/obo/UBERON_0004725>	piriform cortex	<https://purl.brain-bican.org/ontology/hbao/HBA_10142>	OK			
piriform cortex layer 2	<http://purl.obolibrary.org/obo/UBERON_0014280>	layer II of piriform cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_11336>	OK			
pituitary gland	<http://purl.obolibrary.org/obo/UBERON_0000007>	pituitary body	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10505>	OK			
pituitary gland	<http://purl.obolibrary.org/obo/UBERON_0000007>	pituitary body	<https://purl.brain-bican.org/ontology/hbao/HBA_4634>	OK			
pituitary stalk	<http://purl.obolibrary.org/obo/UBERON_0002434>	infundibular stalk	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10643>	OK			
pituitary stalk	<http://purl.obolibrary.org/obo/UBERON_0002434>	infundibulum	<https://purl.brain-bican.org/ontology/dmbao/DMBA_15690>	OK			
pituitary stalk	<http://purl.obolibrary.org/obo/UBERON_0002434>	intermediate frontal sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_9358>	nok	intermediate frontal sulcus (http://purl.obolibrary.org/obo/UBERON_0026719)	Add Term	
planum polare	<http://purl.obolibrary.org/obo/UBERON_0023861>	planum polare	<https://purl.brain-bican.org/ontology/hbao/HBA_4177>	OK			
planum temporale	<http://purl.obolibrary.org/obo/UBERON_0022268>	planum temporale	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12145>	OK			
planum temporale	<http://purl.obolibrary.org/obo/UBERON_0022268>	planum temporale	<https://purl.brain-bican.org/ontology/hbao/HBA_4171>	OK			
pons	<http://purl.obolibrary.org/obo/UBERON_0000988>	pons	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10661>	OK			
pons	<http://purl.obolibrary.org/obo/UBERON_0000988>	pons	<https://purl.brain-bican.org/ontology/hbao/HBA_9131>	OK			
pons	<http://purl.obolibrary.org/obo/UBERON_0000988>	pons	<https://purl.brain-bican.org/ontology/mbao/MBA_771>	OK			
pontine nuclear group	<http://purl.obolibrary.org/obo/UBERON_0002151>	pontine nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12406>	OK			
pontine nuclear group	<http://purl.obolibrary.org/obo/UBERON_0002151>	pontine nuclei	<https://purl.brain-bican.org/ontology/hbao/HBA_9133>	OK			
pontine nuclear group	<http://purl.obolibrary.org/obo/UBERON_0002151>	pontine gray	<https://purl.brain-bican.org/ontology/mbao/MBA_931>	OK			
pontine raphe nucleus	<http://purl.obolibrary.org/obo/UBERON_0002047>	raphe pontis nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12471>	OK			
pontine raphe nucleus	<http://purl.obolibrary.org/obo/UBERON_0002047>	raphe pontis nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12475>	OK			
pontine raphe nucleus	<http://purl.obolibrary.org/obo/UBERON_0002047>	pontine raphe nucleus,right	<https://purl.brain-bican.org/ontology/hbao/HBA_9159>	OK			
pontine raphe nucleus	<http://purl.obolibrary.org/obo/UBERON_0002047>	nucleus raphe pontis	<https://purl.brain-bican.org/ontology/mbao/MBA_238>	OK			
pontine reticular formation	<http://purl.obolibrary.org/obo/UBERON_0002573>	Pontine reticular formation	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12480>	OK			
pontine reticular formation	<http://purl.obolibrary.org/obo/UBERON_0002573>	pontine reticular formation, left	<https://purl.brain-bican.org/ontology/hbao/HBA_9161>	OK			
pontine tegmentum	<http://purl.obolibrary.org/obo/UBERON_0003023>	pontine tegmentum	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12416>	OK			
pontine tegmentum	<http://purl.obolibrary.org/obo/UBERON_0003023>	pontine tegmentum	<https://purl.brain-bican.org/ontology/hbao/HBA_9135>	OK			
pontobulbar nucleus	<http://purl.obolibrary.org/obo/UBERON_0002880>	pontobulbar nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12614>	OK			
pontobulbar nucleus	<http://purl.obolibrary.org/obo/UBERON_0002880>	pontobulbar nucleus	<https://purl.brain-bican.org/ontology/hbao/HBA_9636>	OK			
pontocerebellar tract	<http://purl.obolibrary.org/obo/UBERON_0022421>	pontocerebellar tract	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12769>	OK			
pontocerebellar tract	<http://purl.obolibrary.org/obo/UBERON_0022421>	ponto-cerebellar tract	<https://purl.brain-bican.org/ontology/hbao/HBA_265505470>	OK			
postcentral gyrus	<http://purl.obolibrary.org/obo/UBERON_0002581>	postcentral gyrus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12132>	OK			
postcentral gyrus	<http://purl.obolibrary.org/obo/UBERON_0002581>	postcentral gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4085>	OK			
postcentral sulcus of parietal lobe	<http://purl.obolibrary.org/obo/UBERON_0002915>	postcentral sulcus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10627>	OK			
postcentral sulcus of parietal lobe	<http://purl.obolibrary.org/obo/UBERON_0002915>	postcentral sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_9371>	OK			
postcommissural fornix of brain	<http://purl.obolibrary.org/obo/UBERON_0003016>	postcommissural fornix	<https://purl.brain-bican.org/ontology/mbao/MBA_737>	OK			
posterior amygdaloid nucleus	<http://purl.obolibrary.org/obo/UBERON_0022229>	posterior amygdalar nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_780>	OK			
posterior calcarine sulcus	<http://purl.obolibrary.org/obo/UBERON_0002901>	posterior (caudal) cingulate cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10285>	nok	cingulate cortex (http://purl.obolibrary.org/obo/UBERON_0003027)		
posterior column of fornix	<http://purl.obolibrary.org/obo/UBERON_0006115>	crus of the fornix	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10579>	OK			
posterior column of fornix	<http://purl.obolibrary.org/obo/UBERON_0006115>	posterior column of the fornix, left	<https://purl.brain-bican.org/ontology/hbao/HBA_9254>	OK			
posterior commissure	<http://purl.obolibrary.org/obo/UBERON_0000936>	posterior commissure	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10567>	OK			
posterior commissure	<http://purl.obolibrary.org/obo/UBERON_0000936>	posterior commissure	<https://purl.brain-bican.org/ontology/dmbao/DMBA_17787>	OK			
posterior commissure	<http://purl.obolibrary.org/obo/UBERON_0000936>	posterior commissure	<https://purl.brain-bican.org/ontology/hbao/HBA_9229>	OK			
posterior commissure	<http://purl.obolibrary.org/obo/UBERON_0000936>	posterior commissure	<https://purl.brain-bican.org/ontology/mbao/MBA_158>	OK			
posterior corona radiata	<http://purl.obolibrary.org/obo/UBERON_0022427>	posterior portion of corona radiata	<https://purl.brain-bican.org/ontology/dhbao/DHBA_15543>	OK			
posterior division of bed nuclei of stria terminalis	<http://purl.obolibrary.org/obo/UBERON_0011177>	bed nuclei of the stria terminalis, posterior division	<https://purl.brain-bican.org/ontology/mbao/MBA_367>	OK			
posterior horn lateral ventricle	<http://purl.obolibrary.org/obo/UBERON_0004672>	posterior horn of lateral ventricle	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10599>	OK			
posterior hypothalamic region	<http://purl.obolibrary.org/obo/UBERON_0002770>	mammillary region	<https://purl.brain-bican.org/ontology/hbao/HBA_4665>	OK			
posterior lateral line	<http://purl.obolibrary.org/obo/UBERON_0006334>	lateral nucleus of the pulvinar, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4413>	gen	lateral pulvinar nucleus (http://purl.obolibrary.org/obo/UBERON_0002636)		
posterior limb of internal capsule	<http://purl.obolibrary.org/obo/UBERON_0014527>	posterior limb of internal capsule	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10584>	OK			
posterior lobe of cerebellum	<http://purl.obolibrary.org/obo/UBERON_0004002>	posterior lobe	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12844>	OK			
posterior median eminence	<http://purl.obolibrary.org/obo/UBERON_0002652>	pontomesencephalic sulcus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12860>	Verify			
posterior nuclear complex of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002709>	posterior nuclear complex of thalamus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10428>	OK			
posterior nuclear complex of thalamus	<http://purl.obolibrary.org/obo/UBERON_0002709>	posterior complex of the thalamus	<https://purl.brain-bican.org/ontology/mbao/MBA_1020>	OK			
posterior nucleus of hypothalamus	<http://purl.obolibrary.org/obo/UBERON_0002706>	posterior hypothalamic nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10503>	OK			
posterior nucleus of hypothalamus	<http://purl.obolibrary.org/obo/UBERON_0002706>	posterior hypothalamic area	<https://purl.brain-bican.org/ontology/hbao/HBA_12910>	OK			
posterior nucleus of hypothalamus	<http://purl.obolibrary.org/obo/UBERON_0002706>	posterior hypothalamic nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_946>	OK			
posterior nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0003030>	posterior nucleus of thalamus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10440>	OK			
posterior nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0003030>	posterior nucleus of the thalamus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4431>	OK			
posterior orbital gyrus	<http://purl.obolibrary.org/obo/UBERON_0002575>	posterior orbital gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4056>	OK			
posterior parahippocampal gyrus	<http://purl.obolibrary.org/obo/UBERON_0002657>	posterior parahippocampal gyrus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_12164>	OK			
posterior paraventricular nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0000433>	posterior paraventricular nucleus of thalamus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4536>	OK			
posterior parietal association areas	<http://purl.obolibrary.org/obo/UBERON_0035886>	posterior parietal association areas	<https://purl.brain-bican.org/ontology/mbao/MBA_22>	OK			
posterior parietal cortex	<http://purl.obolibrary.org/obo/UBERON_0034889>	posterior parietal cortex	<https://purl.brain-bican.org/ontology/dhbao/DHBA_10214>	OK			
posterior parolfactory sulcus	<http://purl.obolibrary.org/obo/UBERON_0002923>	caudal parolfactory sulcus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_146034828>	OK			
posterior parolfactory sulcus	<http://purl.obolibrary.org/obo/UBERON_0002923>	posterior parolfactory sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_9369>	OK			
posterior part of anterior commissure	<http://purl.obolibrary.org/obo/UBERON_0003043>	anterior commissure, temporal limb	https://purl.brain-bican.org/ontology/mbao/MBA_908	Verify	anterior commissure anterior part (http://purl.obolibrary.org/obo/UBERON_0003039)		Fixed
posterior periventricular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002708>	posterior paraventricular nucleus	<https://purl.brain-bican.org/ontology/dmbao/DMBA_16441>	OK			
posterior periventricular nucleus	<http://purl.obolibrary.org/obo/UBERON_0002708>	periventricular hypothalamic nucleus, posterior part	<https://purl.brain-bican.org/ontology/mbao/MBA_126>	OK			
posterior pretectal nucleus	<http://purl.obolibrary.org/obo/UBERON_0006848>	posterior pretectal nucleus	<https://purl.brain-bican.org/ontology/mbao/MBA_1061>	OK			
posterior segment of paracentral lobule	<http://purl.obolibrary.org/obo/UBERON_0035934>	paracentral lobule, posterior part	<https://purl.brain-bican.org/ontology/hbao/HBA_4125>	OK			
